DATE,PROD ID,CPH L1,CPH L2,CPH L3,CPH L4,PROD NAME,REGULAR PRICE,DISCOUNTED PRICE,DISCOUNT RATE
2025/06/06,MTP03KH/A,iPhone,iPhone 15,iPhone 15,iPhone 15,IPHONE 15 BLACK 128GB-KOR,1090000.0,1090000.0,0.0
2025/06/06,MTVG3KH/A,iPhone,iPhone 15 Pro,iPhone 15 Pro,iPhone 15 Pro,IPHONE 15 PRO BLUE 1TB-KOR,2300000.0,2070000.0,0.1
2025/06/06,MY1P3KH/A,iPhone,iPhone 16 Plus,iPhone 16 Plus,iPhone 16 Plus,IPHONE 16 PLUS BLK 512GB-KOR,1800000.0,1746000.0,0.03
2025/06/06,MY1X3KH/A,iPhone,iPhone 16 Plus,iPhone 16 Plus,iPhone 16 Plus,IPHONE 16 PLUS WHT 512GB-KOR,1800000.0,1746000.0,0.03
2025/06/06,MXY53KH/A,iPhone,iPhone 16 Plus,iPhone 16 Plus,iPhone 16 Plus,IPHONE 16 PLUS TL 256GB-KOR,1500000.0,1455000.0,0.03
2025/06/06,MY2J3KH/A,iPhone,iPhone 16 Plus,iPhone 16 Plus,iPhone 16 Plus,IPHONE 16 PLUS TL 512GB-KOR,1800000.0,1746000.0,0.03
2025/06/06,MXY13KH/A,iPhone,iPhone 16 Plus,iPhone 16 Plus,iPhone 16 Plus,IPHONE 16 PLUS PNK 256GB-KOR,1500000.0,1500000.0,0.0
2025/06/06,MXY23KH/A,iPhone,iPhone 16 Plus,iPhone 16 Plus,iPhone 16 Plus,IPHONE 16 PLUS UMR 256GB-KOR,1500000.0,1455000.0,0.03
2025/06/06,MXWN3KH/A,iPhone,iPhone 16 Plus,iPhone 16 Plus,iPhone 16 Plus,IPHONE 16 PLUS BLK 256GB-KOR,1500000.0,1455000.0,0.03
2025/06/06,MXVW3KH/A,iPhone,iPhone 16 Plus,iPhone 16 Plus,iPhone 16 Plus,IPHONE 16 PLUS PNK 128GB-KOR,1350000.0,1350000.0,0.0
2025/06/06,MXWV3KH/A,iPhone,iPhone 16 Plus,iPhone 16 Plus,iPhone 16 Plus,IPHONE 16 PLUS WHT 256GB-KOR,1500000.0,1455000.0,0.03
2025/06/06,MXVV3KH/A,iPhone,iPhone 16 Plus,iPhone 16 Plus,iPhone 16 Plus,IPHONE 16 PLUS WHT 128GB-KOR,1350000.0,1309500.0,0.03
2025/06/06,MXVY3KH/A,iPhone,iPhone 16 Plus,iPhone 16 Plus,iPhone 16 Plus,IPHONE 16 PLUS TL 128GB-KOR,1350000.0,1309500.0,0.03
2025/06/06,MXVX3KH/A,iPhone,iPhone 16 Plus,iPhone 16 Plus,iPhone 16 Plus,IPHONE 16 PLUS UMR 128GB-KOR,1350000.0,1350000.0,0.0
2025/06/06,MXVU3KH/A,iPhone,iPhone 16 Plus,iPhone 16 Plus,iPhone 16 Plus,IPHONE 16 PLUS BLK 128GB-KOR,1350000.0,1309500.0,0.03
2025/06/06,MYER3KH/A,iPhone,iPhone 16,iPhone 16,iPhone 16,IPHONE 16 UMR 512GB-KOR,1700000.0,1649000.0,0.03
2025/06/06,MYEQ3KH/A,iPhone,iPhone 16,iPhone 16,iPhone 16,IPHONE 16 PNK 512GB-KOR,1700000.0,1649000.0,0.03
2025/06/06,MYEK3KH/A,iPhone,iPhone 16,iPhone 16,iPhone 16,IPHONE 16 BLK 512GB-KOR,1700000.0,1649000.0,0.03
2025/06/06,MYEP3KH/A,iPhone,iPhone 16,iPhone 16,iPhone 16,IPHONE 16 WHT 512GB-KOR,1700000.0,1680000.0,0.0118
2025/06/06,MYEF3KH/A,iPhone,iPhone 16,iPhone 16,iPhone 16,IPHONE 16 WHT 256GB-KOR,1400000.0,1358000.0,0.03
2025/06/06,MYEJ3KH/A,iPhone,iPhone 16,iPhone 16,iPhone 16,IPHONE 16 TL 256GB-KOR,1400000.0,1358000.0,0.03
2025/06/06,MYEG3KH/A,iPhone,iPhone 16,iPhone 16,iPhone 16,IPHONE 16 PNK 256GB-KOR,1400000.0,1358000.0,0.03
2025/06/06,MYEH3KH/A,iPhone,iPhone 16,iPhone 16,iPhone 16,IPHONE 16 UMR 256GB-KOR,1400000.0,1358000.0,0.03
2025/06/06,MYEE3KH/A,iPhone,iPhone 16,iPhone 16,iPhone 16,IPHONE 16 BLK 256GB-KOR,1400000.0,1358000.0,0.03
2025/06/06,MYED3KH/A,iPhone,iPhone 16,iPhone 16,iPhone 16,IPHONE 16 TL 128GB-KOR,1250000.0,1207000.0,0.0344
2025/06/06,MYEC3KH/A,iPhone,iPhone 16,iPhone 16,iPhone 16,IPHONE 16 UMR 128GB-KOR,1250000.0,1212500.0,0.03
2025/06/06,MYEA3KH/A,iPhone,iPhone 16,iPhone 16,iPhone 16,IPHONE 16 PNK 128GB-KOR,1250000.0,1207000.0,0.0344
2025/06/06,MYNM3KH/A,iPhone,iPhone 16 Pro,iPhone 16 Pro,iPhone 16 Pro,IPHONE 16 PRO BLACK 512GB-KOR,2000000.0,1930000.0,0.035
2025/06/06,MYWV3KH/A,iPhone,iPhone 16 Pro Max,iPhone 16 Pro Max,iPhone 16 Pro Max,IPHONE 16 PRO MAX BLACK 256GB-KOR,1900000.0,1843000.0,0.03
2025/06/06,MYX23KH/A,iPhone,iPhone 16 Pro Max,iPhone 16 Pro Max,iPhone 16 Pro Max,IPHONE 16 PRO MAX DESERT 512GB-KOR,2200000.0,2111000.0,0.0405
2025/06/06,MYNT3KH/A,iPhone,iPhone 16 Pro,iPhone 16 Pro,iPhone 16 Pro,IPHONE 16 PRO WHITE 1TB-KOR,2300000.0,2231000.0,0.03
2025/06/06,MD274KH/A,iPhone,iPhone 16e,iPhone 16e,iPhone 16e,IPHONE 16E WHT 512GB-KOR,1440000.0,1440000.0,0.0
2025/06/06,MYNH3KH/A,iPhone,iPhone 16 Pro,iPhone 16 Pro,iPhone 16 Pro,IPHONE 16 PRO BLACK 256GB-KOR,1700000.0,1632000.0,0.04
2025/06/06,MD1W4KH/A,iPhone,iPhone 16e,iPhone 16e,iPhone 16e,IPHONE 16E WHT 256GB-KOR,1140000.0,1140000.0,0.0
2025/06/06,MD1X4KH/A,iPhone,iPhone 16e,iPhone 16e,iPhone 16e,IPHONE 16E BLK 512GB-KOR,1440000.0,1440000.0,0.0
2025/06/06,MD1R4KH/A,iPhone,iPhone 16e,iPhone 16e,iPhone 16e,IPHONE 16E WHT 128GB-KOR,987000.0,987000.0,0.0
2025/06/06,MD1T4KH/A,iPhone,iPhone 16e,iPhone 16e,iPhone 16e,IPHONE 16E BLK 256GB-KOR,1140000.0,1140000.0,0.0
2025/06/06,MD1Q4KH/A,iPhone,iPhone 16e,iPhone 16e,iPhone 16e,IPHONE 16E BLK 128GB-KOR,990000.0,990000.0,0.0
2025/06/06,MR6G3KH/A,iPhone,iPhone 14 Plus,iPhone 14 Plus,iPhone 14 Plus,IPHONE 14 PLUS YELLOW 512GB-KOR,1540000.0,970000.0,0.3701
2025/06/06,MQ5G3KH/A,iPhone,iPhone 14 Plus,iPhone 14 Plus,iPhone 14 Plus,IPHONE 14 PLUS BLUE 512GB-KOR,1540000.0,970000.0,0.3701
2025/06/06,MQ5E3KH/A,iPhone,iPhone 14 Plus,iPhone 14 Plus,iPhone 14 Plus,IPHONE 14 PLUS PURPLE 512GB-KOR,1540000.0,970000.0,0.3701
2025/06/06,MQ5F3KH/A,iPhone,iPhone 14 Plus,iPhone 14 Plus,iPhone 14 Plus,IPHONE 14 PLUS RED 512GB-KOR,1540000.0,970000.0,0.3701
2025/06/06,MQ573KH/A,iPhone,iPhone 14 Plus,iPhone 14 Plus,iPhone 14 Plus,IPHONE 14 PLUS RED 256GB-KOR,1240000.0,880000.0,0.2903
2025/06/06,MQ593KH/A,iPhone,iPhone 14 Plus,iPhone 14 Plus,iPhone 14 Plus,IPHONE 14 PLUS MIDNIGHT 512GB-KOR,1540000.0,970000.0,0.3701
2025/06/06,MQ513KH/A,iPhone,iPhone 14 Plus,iPhone 14 Plus,iPhone 14 Plus,IPHONE 14 PLUS RED 128GB-KOR,1090000.0,790000.0,0.2752
2025/06/06,MQ563KH/A,iPhone,iPhone 14 Plus,iPhone 14 Plus,iPhone 14 Plus,IPHONE 14 PLUS PURPLE 256GB-KOR,1240000.0,880000.0,0.2903
2025/06/06,MR513KH/A,iPhone,iPhone 14,iPhone 14,iPhone 14,IPHONE 14 YELLOW 512GB-KOR,1400000.0,960000.0,0.3143
2025/06/06,MPXN3KH/A,iPhone,iPhone 14,iPhone 14,iPhone 14,IPHONE 14 BLUE 512GB-KOR,1400000.0,960000.0,0.3143
2025/06/06,MPXG3KH/A,iPhone,iPhone 14,iPhone 14,iPhone 14,IPHONE 14 RED 512GB-KOR,1400000.0,960000.0,0.3143
2025/06/07,MVXW3KH/A,iPad,iPad Pro,iPad Pro 13in (M4),iPad Pro 13in (M4),IPAD PRO 13 WF CL 1TB SP BLK-KOR,3299000.0,3200030.0,0.03
2025/06/07,MWR63KH/A,iPad,iPad Pro,iPad Pro 11in (M4),iPad Pro 11in (M4),IPAD PRO 11 WIFI 1TB SP BLK NT-KOR,2639000.0,2639000.0,0.0
2025/06/07,MWY13KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 46 SI AL DN SB ML CEL-KOR,789000.0,769000.0,0.0253
2025/06/07,MYH33KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI 512GB PURPLE-KOR,1199000.0,1115070.0,0.07
2025/06/07,MRJ63KH/A,Watch,Series 9,Series 9 Cell,Series 9 Cell,APPLE WATCH S9 41 GD SS CL SB ML CEL-KOR,999000.0,931850.0,0.0672
2025/06/07,MD7T4KH/A,iPad,iPad Entry,iPad (A16),iPad (A16),IPAD WF CL 512GB PNK-KOR,1229000.0,1229000.0,0.0
2025/06/07,MVXY3KH/A,iPad,iPad Pro,iPad Pro 13in (M4),iPad Pro 13in (M4),IPAD PRO 13 WF CL 2TB SP BLK-KOR,3899000.0,3782030.0,0.03
2025/06/07,MQH73KH/A,Mac,Mac Studio,Mac Studio,Mac Studio J475,MAC STUDIO/12C CPU/30C GPU/32G/512GB-KOR,2990000.0,2990000.0,0.0
2025/06/07,MWY23KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 46 SI AL BC SL CEL-KOR,789000.0,769000.0,0.0253
2025/06/07,MCAE4KH/A,iPad,iPad Air,iPad Air 11in (M3),iPad Air 11in (M3),IPAD AIR 11 WIFI 512GB PUR-KOR,1399000.0,1357030.0,0.03
2025/06/07,MWV03KH/A,Mac,iMac,iMac 21/24,iMac 24 J624,"IMAC 24"" GRN/10CCPU/10CGPU/16GB/512-KOR",2590000.0,2408700.0,0.07
2025/06/07,MYHD3KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI CL 512GB BLUE-KOR,1449000.0,1376550.0,0.05
2025/06/07,MYGY3KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI 512GB SPACE GRAY-KOR,1199000.0,1115070.0,0.07
2025/06/07,MX5R3KH/A,Watch,Ultra 2,Ultra 2 Cell,Ultra 2 Cell,APPLE WATCH ULTRA2 49 NT TI NT TML M-KOR,1299000.0,1221060.0,0.06
2025/06/07,MCA04KH/A,iPad,iPad Air,iPad Air 11in (M3),iPad Air 11in (M3),IPAD AIR 11 WIFI 128GB PUR-KOR,949000.0,901550.0,0.05
2025/06/07,MX6Y3KH/A,Accessories,Connectivity Accessories,MagSafe Power,MagSafe Single,MAGSAFE CHARGER (2 M)-KOR,85000.0,66300.0,0.22
2025/06/07,MCQ04KH/A,iPad,iPad Air,iPad Air 13in (M3),iPad Air 13in (M3),IPAD AIR 13 WIFI 1TB SPG-KOR,1999000.0,1939030.0,0.03
2025/06/07,MCGA4KH/A,iPad,iPad Air,iPad Air 11in (M3),iPad Air 11in (M3),IPAD AIR 11 WF CL 1TB STL-KOR,1949000.0,1890530.0,0.03
2025/06/07,MXET3KH/A,Watch,Watch SE (2nd Gen),Watch SE (2nd Gen) GPS,Watch SE (2nd Gen) GPS,APPLE WATCH SE 44 SI AL BC SL GPS-KOR,369000.0,339480.0,0.08
2025/06/07,MCAU4KH/A,iPad,iPad Air,iPad Air 11in (M3),iPad Air 11in (M3),IPAD AIR 11 WIFI 1TB PUR-KOR,1699000.0,1648030.0,0.03
2025/06/07,MCG94KH/A,iPad,iPad Air,iPad Air 11in (M3),iPad Air 11in (M3),IPAD AIR 11 WF CL 1TB BLU-KOR,1949000.0,1890530.0,0.03
2025/06/07,MXEU3KH/A,Watch,Watch SE (2nd Gen),Watch SE (2nd Gen) GPS,Watch SE (2nd Gen) GPS,APPLE WATCH SE 44 ST AL ST SB SM GPS-KOR,369000.0,339480.0,0.08
2025/06/07,MXNA3KH/A,iPad,iPad Mini,iPad Mini (A17 Pro),iPad Mini (A17 Pro),IPAD MINI WI-FI 256GB SPACE GRAY-KOR,899000.0,836070.0,0.07
2025/06/07,MWR43KH/A,Accessories,iPad Accessories,iPad Keyboards,Magic Keyboard for iPad,IPAD MAGIC KEYBOARD 13 WHITE-KOR,519000.0,477480.0,0.08
2025/06/07,MD4H4KH/A,iPad,iPad Entry,iPad (A16),iPad (A16),IPAD WIFI 256GB BLU-KOR,678000.0,678000.0,0.0
2025/06/07,MXE13KH/A,Mac,MacBook Pro,MacBook Pro 13/14,MacBook Pro 14in J504,MBP 14 SL/8C/10C GPU/16GB/1TB-KOR,2930000.0,2389730.0,0.1844
2025/06/07,MCJ54KH/A,iPad,iPad Air,iPad Air 13in (M3),iPad Air 13in (M3),IPAD AIR 13 WF CL 256GB SPG-KOR,1649000.0,1599530.0,0.03
2025/06/07,MX4Q3KH/A,Watch,Ultra 2,Ultra 2 Cell,Ultra 2 Cell,APPLE WATCH ULTRA2 49 BK TI DG ALP S-KOR,1149000.0,1030000.0,0.1036
2025/06/07,MVX73KH/A,iPad,iPad Pro,iPad Pro 13in (M4),iPad Pro 13in (M4),IPAD PRO 13 WIFI 1TB SILVER-KOR,2999000.0,2849030.0,0.05
2025/06/07,MWY43KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 46 JB AL BK SB ML CEL-KOR,789000.0,769000.0,0.0253
2025/06/07,MD4G4KH/A,iPad,iPad Entry,iPad (A16),iPad (A16),IPAD WIFI 256GB SLV-KOR,678000.0,678000.0,0.0
2025/06/07,MWR23KH/A,Accessories,iPad Accessories,iPad Keyboards,Magic Keyboard for iPad,IPAD MAGIC KEYBOARD 11 BLACK-KOR,449000.0,426550.0,0.05
2025/06/07,MWT23KH/A,iPad,iPad Pro,iPad Pro 13in (M4),iPad Pro 13in (M4),IPAD PRO 13 WF CL 2TB SILVER NT-KOR,4049000.0,3927530.0,0.03
2025/06/07,MX5V3KH/A,Watch,Ultra 2,Ultra 2 Cell,Ultra 2 Cell,APPLE WATCH ULTRA2 49 BK TI BK TML L-KOR,1299000.0,1221060.0,0.06
2025/06/07,MXGM3KH/A,Watch,Watch SE (2nd Gen),Watch SE (2nd Gen) Cell,Watch SE (2nd Gen) Cell,APPLE WATCH SE 44 MI AL MI SB ML CEL-KOR,439000.0,403880.0,0.08
2025/06/07,MD3Y4KH/A,iPad,iPad Entry,iPad (A16),iPad (A16),IPAD WIFI 128GB SLV-KOR,528000.0,528000.0,0.0
2025/06/07,MWYD3KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 46 SL TI BK SB SM CEL-KOR,1069000.0,1049000.0,0.0187
2025/06/07,MWY33KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 46 JB AL BK SB SM CEL-KOR,789000.0,789000.0,0.0
2025/06/07,MVW83KH/A,iPad,iPad Pro,iPad Pro 11in (M4),iPad Pro 11in (M4),IPAD PRO 11 WF CL 2TB SILVER-KOR,3399000.0,3002090.0,0.1168
2025/06/07,MD4A4KH/A,iPad,iPad Entry,iPad (A16),iPad (A16),IPAD WIFI 128GB BLU-KOR,528000.0,528000.0,0.0
2025/06/07,MWR83KH/A,iPad,iPad Pro,iPad Pro 11in (M4),iPad Pro 11in (M4),IPAD PRO 11 WIFI 2TB SP BLK NT-KOR,3249000.0,2865590.0,0.118
2025/06/07,MXEA3KH/A,Watch,Watch SE (2nd Gen),Watch SE (2nd Gen) GPS,Watch SE (2nd Gen) GPS,APPLE WATCH SE 40 MI AL INK SL GPS-KOR,329000.0,308990.0,0.0608
2025/06/07,MCA44KH/A,iPad,iPad Air,iPad Air 11in (M3),iPad Air 11in (M3),IPAD AIR 11 WIFI 256GB STL-KOR,1099000.0,1066030.0,0.03
2025/06/07,MD7G4KH/A,iPad,iPad Entry,iPad (A16),iPad (A16),IPAD WF CL 128GB BLU-KOR,779000.0,779000.0,0.0
2025/06/07,MD7H4KH/A,iPad,iPad Entry,iPad (A16),iPad (A16),IPAD WF CL 128GB YLW-KOR,779000.0,779000.0,0.0
2025/06/07,MYQW3KH/A,Accessories,iPad Accessories,iPad Pencils,Apple Pencil 1,APPLE PENCIL 1ST GEN-KOR,149000.0,149000.0,0.0
2025/06/07,MWWF3KH/A,Watch,Series 10,Series 10 GPS,Series 10 GPS,APPLE WATCH 10 42 JB AL BK SB ML GPS-KOR,599000.0,569050.0,0.05
2025/06/07,MYNG3KH/A,iPhone,iPhone 16 Pro,iPhone 16 Pro,iPhone 16 Pro,IPHONE 16 PRO NATURAL 128GB-KOR,1550000.0,1472500.0,0.05
2025/06/07,MCJ94KH/A,iPad,iPad Air,iPad Air 13in (M3),iPad Air 13in (M3),IPAD AIR 13 WF CL 512GB SPG-KOR,1949000.0,1890530.0,0.03
2025/06/07,MD7K4KH/A,iPad,iPad Entry,iPad (A16),iPad (A16),IPAD WF CL 256GB SLV-KOR,929000.0,929000.0,0.0
2025/06/07,MWWJ3KH/A,Watch,Series 10,Series 10 GPS,Series 10 GPS,APPLE WATCH 10 42 RG AL LB SB ML GPS-KOR,599000.0,579000.0,0.0334
2025/06/07,MCA94KH/A,iPad,iPad Air,iPad Air 11in (M3),iPad Air 11in (M3),IPAD AIR 11 WIFI 512GB BLU-KOR,1399000.0,1357030.0,0.03
2025/06/07,MYEE3KH/A,iPhone,iPhone 16,iPhone 16,iPhone 16,IPHONE 16 BLK 256GB-KOR,1400000.0,1358000.0,0.03
2025/06/07,MWY53KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 46 JB AL INK SL CEL-KOR,789000.0,769000.0,0.0253
2025/06/07,MCA64KH/A,iPad,iPad Air,iPad Air 11in (M3),iPad Air 11in (M3),IPAD AIR 11 WIFI 256GB PUR-KOR,1099000.0,1066030.0,0.03
2025/06/07,MCJ64KH/A,iPad,iPad Air,iPad Air 13in (M3),iPad Air 13in (M3),IPAD AIR 13 WF CL 256GB BLU-KOR,1649000.0,1599530.0,0.03
2025/06/07,MCG14KH/A,iPad,iPad Air,iPad Air 11in (M3),iPad Air 11in (M3),IPAD AIR 11 WF CL 256GB BLU-KOR,1349000.0,1308530.0,0.03
2025/06/07,MWRQ3KH/A,iPad,iPad Pro,iPad Pro 11in (M4),iPad Pro 11in (M4),IPAD PRO 11 WF CL 1TB SILVER NT-KOR,2949000.0,2949000.0,0.0
2025/06/07,MD4Q4KH/A,iPad,iPad Entry,iPad (A16),iPad (A16),IPAD WIFI 512GB SLV-KOR,979000.0,979000.0,0.0
2025/06/07,MWYE3KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 46 SL TI BK SB ML CEL-KOR,1069000.0,1049000.0,0.0187
2025/06/07,MX4U3KH/A,Watch,Ultra 2,Ultra 2 Cell,Ultra 2 Cell,APPLE WATCH ULTRA2 49 BK TI BK TL SM-KOR,1149000.0,1030000.0,0.1036
2025/06/07,MD4Y4KH/A,iPad,iPad Entry,iPad (A16),iPad (A16),IPAD WIFI 512GB BLU-KOR,979000.0,979000.0,0.0
2025/06/07,MWWL3KH/A,Watch,Series 10,Series 10 GPS,Series 10 GPS,APPLE WATCH 10 46 SI AL DN SB SM GPS-KOR,639000.0,575100.0,0.1
2025/06/07,MD4D4KH/A,iPad,iPad Entry,iPad (A16),iPad (A16),IPAD WIFI 128GB YLW-KOR,528000.0,528000.0,0.0
2025/06/07,MXE93KH/A,Watch,Watch SE (2nd Gen),Watch SE (2nd Gen) GPS,Watch SE (2nd Gen) GPS,APPLE WATCH SE 40 MI AL MI SB ML GPS-KOR,329000.0,308990.0,0.0608
2025/06/07,MCJ24KH/A,iPad,iPad Air,iPad Air 13in (M3),iPad Air 13in (M3),IPAD AIR 13 WF CL 128GB BLU-KOR,1499000.0,1454030.0,0.03
2025/06/07,MWY73KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 46 RG AL LB SB ML CEL-KOR,789000.0,789000.0,0.0
2025/06/07,MVVC3KH/A,iPad,iPad Pro,iPad Pro 11in (M4),iPad Pro 11in (M4),IPAD PRO 11 WIFI 512GB SP BLK-KOR,1899000.0,1842030.0,0.03
2025/06/07,MWW43KH/A,AirPods,AirPods Max,AirPods Max,AirPods Max,AIRPODS MAX (USB-C) MIDNIGHT-KOR,769000.0,677580.0,0.1189
2025/06/07,MCNY4KH/A,iPad,iPad Air,iPad Air 13in (M3),iPad Air 13in (M3),IPAD AIR 13 WIFI 512GB PUR-KOR,1699000.0,1648030.0,0.03
2025/06/07,MWR73KH/A,iPad,iPad Pro,iPad Pro 11in (M4),iPad Pro 11in (M4),IPAD PRO 11 WIFI 1TB SILVER NT-KOR,2639000.0,2639000.0,0.0
2025/06/07,MWX93KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 42 RG AL LB SB SM CEL-KOR,749000.0,729000.0,0.0267
2025/06/07,MCG64KH/A,iPad,iPad Air,iPad Air 11in (M3),iPad Air 11in (M3),IPAD AIR 11 WF CL 512GB STL-KOR,1649000.0,1599530.0,0.03
2025/06/07,MXCL3KH/A,Accessories,Mac Accessories,Mac Input Devices,Keyboards,MAGIC KEYBOARD-KOR,139000.0,132050.0,0.05
2025/06/07,MVX83KH/A,iPad,iPad Pro,iPad Pro 13in (M4),iPad Pro 13in (M4),IPAD PRO 13 WIFI 2TB SP BLK-KOR,3599000.0,3419040.0,0.05
2025/06/07,MCNK4KH/A,iPad,iPad Air,iPad Air 13in (M3),iPad Air 13in (M3),IPAD AIR 13 WIFI 128GB STL-KOR,1249000.0,1211530.0,0.03
2025/06/07,MXEP3KH/A,Watch,Watch SE (2nd Gen),Watch SE (2nd Gen) GPS,Watch SE (2nd Gen) GPS,APPLE WATCH SE 44 MI AL INK SL GPS-KOR,369000.0,339480.0,0.08
2025/06/07,MWY93KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 46 NT TI SG SB SM CEL-KOR,1069000.0,1049000.0,0.0187
2025/06/07,MD274KH/A,iPhone,iPhone 16e,iPhone 16e,iPhone 16e,IPHONE 16E WHT 512GB-KOR,1440000.0,1440000.0,0.0
2025/06/07,MYNQ3KH/A,iPhone,iPhone 16 Pro,iPhone 16 Pro,iPhone 16 Pro,IPHONE 16 PRO NATURAL 512GB-KOR,2000000.0,1940000.0,0.03
2025/06/07,MCQ34KH/A,iPad,iPad Air,iPad Air 13in (M3),iPad Air 13in (M3),IPAD AIR 13 WIFI 1TB PUR-KOR,1999000.0,1939030.0,0.03
2025/06/07,MX4D3KH/A,Watch,Ultra 2,Ultra 2 Cell,Ultra 2 Cell,APPLE WATCH ULTRA2 49 NT TI NV OB-KOR,1149000.0,1030000.0,0.1036
2025/06/07,MRJ23KH/A,Watch,Series 9,Series 9 Cell,Series 9 Cell,APPLE WATCH S9 41 SI SS SB SB SM CEL-KOR,999000.0,931850.0,0.0672
2025/06/07,MWX43KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 42 SI AL DN SB ML CEL-KOR,749000.0,729000.0,0.0267
2025/06/07,MWY83KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 46 RG AL PLUM SL CEL-KOR,789000.0,769000.0,0.0253
2025/06/07,MWW83KH/A,AirPods,AirPods Max,AirPods Max,AirPods Max,AIRPODS MAX (USB-C) PURPLE-KOR,769000.0,730550.0,0.05
2025/06/07,MVW53KH/A,iPad,iPad Pro,iPad Pro 11in (M4),iPad Pro 11in (M4),IPAD PRO 11 WF CL 1TB SP BLK-KOR,2799000.0,2659050.0,0.05
2025/06/07,MD7N4KH/A,iPad,iPad Entry,iPad (A16),iPad (A16),IPAD WF CL 256GB PNK-KOR,929000.0,929000.0,0.0
2025/06/07,MUW13KH/A,Accessories,Connectivity Accessories,Mobile Power,18W/20W Power Adapter,20W USB-C POWER ADAPTER-KOR,28000.0,25890.0,0.0754
2025/06/07,MWRT3KH/A,iPad,iPad Pro,iPad Pro 11in (M4),iPad Pro 11in (M4),IPAD PRO 11 WF CL 2TB SILVER NT-KOR,3549000.0,3407040.0,0.04
2025/06/07,MCA74KH/A,iPad,iPad Air,iPad Air 11in (M3),iPad Air 11in (M3),IPAD AIR 11 WIFI 512GB SPG-KOR,1399000.0,1357030.0,0.03
2025/06/07,MX5T3KH/A,Watch,Ultra 2,Ultra 2 Cell,Ultra 2 Cell,APPLE WATCH ULTRA2 49 NT TI NT TML L-KOR,1299000.0,1221060.0,0.06
2025/06/07,MXK73KH/A,Accessories,Mac Accessories,Mac Input Devices,Keyboards,MAGIC KEYBOARD TOUCH ID NUM KEY WH-KOR,249000.0,236550.0,0.05
2025/06/07,MVVE3KH/A,iPad,iPad Pro,iPad Pro 11in (M4),iPad Pro 11in (M4),IPAD PRO 11 WIFI 1TB SP BLK-KOR,2499000.0,2124150.0,0.15
2025/06/07,MT0H3KH/A,Accessories,Watch Accessories,Watch Cables & Other,Other Watch Cables,APPLE WATCH MAG FAST CHARGER USBC 1M-KOR,45000.0,43650.0,0.03
2025/06/07,MD7P4KH/A,iPad,iPad Entry,iPad (A16),iPad (A16),IPAD WF CL 512GB SLV-KOR,1229000.0,1229000.0,0.0
2025/06/07,MCAH4KH/A,iPad,iPad Air,iPad Air 11in (M3),iPad Air 11in (M3),IPAD AIR 11 WIFI 1TB SPG-KOR,1699000.0,1648030.0,0.03
2025/06/07,MX2E2KH/A,Accessories,Watch Accessories,Watch Cables & Other,Other Watch Cables,APPLE WATCH CHARGE CABLE USB-A (1 M)-KOR,45000.0,45000.0,0.0
2025/06/07,MWX73KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 42 JB AL BK SB ML CEL-KOR,749000.0,729000.0,0.0267
2025/06/07,MD5A4KH/A,iPad,iPad Entry,iPad (A16),iPad (A16),IPAD WIFI 512GB YLW-KOR,979000.0,979000.0,0.0
2025/06/07,MCG54KH/A,iPad,iPad Air,iPad Air 11in (M3),iPad Air 11in (M3),IPAD AIR 11 WF CL 512GB BLU-KOR,1649000.0,1599530.0,0.03
2025/06/07,MD5C4KH/A,iPad,iPad Entry,iPad (A16),iPad (A16),IPAD WIFI 512GB PNK-KOR,979000.0,979000.0,0.0
2025/06/07,MWXA3KH/A,Watch,Series 10,Series 10 Cell,Series 10 Cell,APPLE WATCH 10 42 RG AL LB SB ML CEL-KOR,749000.0,729000.0,0.0267
2025/06/07,MWW73KH/A,AirPods,AirPods Max,AirPods Max,AirPods Max,AIRPODS MAX (USB-C) ORANGE-KOR,769000.0,676720.0,0.12
2025/06/07,MWR53KH/A,Accessories,iPad Accessories,iPad Keyboards,Magic Keyboard for iPad,IPAD MAGIC KEYBOARD 13 BLACK-KOR,519000.0,477480.0,0.08
